player_slug,player_name,season_name,competition_name,injury_reason,from_date,end_date,days_missed,games_missed
wilfried-zaha,Wilfried Zaha (145988),20/21,Premier League,Knock,2021-01-15,2021-01-25,11.0,1
wilfried-zaha,Wilfried Zaha (145988),20/21,Premier League,Virus,2020-11-23,2020-12-05,13.0,2
wilfried-zaha,Wilfried Zaha (145988),20/21,Premier League,Knock,2020-10-15,2020-10-17,3.0,0
federico-palacios,Federico Palacios (146096),22/23,,Heel problems,2023-02-16,2023-03-19,32.0,7
federico-palacios,Federico Palacios (146096),22/23,,Knee problems,2022-10-29,2023-02-06,101.0,9
federico-palacios,Federico Palacios (146096),21/22,,Calf injury,2022-03-04,2022-03-13,10.0,2
federico-palacios,Federico Palacios (146096),21/22,,Fitness,2022-01-31,2022-02-09,10.0,2
federico-palacios,Federico Palacios (146096),21/22,,Corona virus,2022-01-12,2022-01-31,20.0,3
federico-palacios,Federico Palacios (146096),21/22,,Heel problems,2021-08-08,2021-09-01,25.0,5
federico-palacios,Federico Palacios (146096),20/21,,Torn muscle bundle,2021-03-06,2021-05-06,62.0,10
federico-palacios,Federico Palacios (146096),19/20,,muscular problems,2020-06-23,2020-06-30,8.0,1
federico-palacios,Federico Palacios (146096),19/20,,Adductor pain,2020-05-15,2020-05-28,14.0,3
max-meyer,Max Meyer (146164),23/24,,Herniated umbilical button,2024-02-16,2024-02-21,6.0,1
max-meyer,Max Meyer (146164),22/23,,unknown injury,2022-10-14,2022-10-18,5.0,1
max-meyer,Max Meyer (146164),19/20,Premier League,Ankle injury,2020-01-12,2020-01-19,8.0,1
max-meyer,Max Meyer (146164),19/20,Premier League,Ankle injury,2020-01-06,2020-01-10,5.0,0
max-meyer,Max Meyer (146164),19/20,Premier League,Ill,2019-11-24,2019-12-15,22.0,3
max-meyer,Max Meyer (146164),18/19,Premier League,infection,2018-10-19,2018-10-27,9.0,1
max-meyer,Max Meyer (146164),18/19,Premier League,Knock,2018-08-01,2018-08-19,19.0,1
max-meyer,Max Meyer (146164),17/18,Bundesliga,infection,2017-10-02,2017-10-05,4.0,0
jasper-cillessen,Jasper Cillessen (146227),23/24,,Ill,2024-05-04,2024-05-08,5.0,1
jasper-cillessen,Jasper Cillessen (146227),23/24,,Hamstring injury,2023-09-24,2023-10-15,22.0,2
jasper-cillessen,Jasper Cillessen (146227),21/22,LaLiga,Calf injury,2022-02-12,2022-04-01,49.0,9
jasper-cillessen,Jasper Cillessen (146227),21/22,LaLiga,Hamstring injury,2022-01-20,2022-02-11,23.0,4
jasper-cillessen,Jasper Cillessen (146227),21/22,LaLiga,Corona virus,2022-01-11,2022-01-15,5.0,0
jasper-cillessen,Jasper Cillessen (146227),20/21,LaLiga,Corona virus,2021-05-28,2021-07-12,46.0,6
jasper-cillessen,Jasper Cillessen (146227),20/21,LaLiga,Knee injury,2021-03-24,2021-04-26,34.0,7
jasper-cillessen,Jasper Cillessen (146227),20/21,LaLiga,Muscle injury,2020-11-06,2021-02-15,102.0,22
jasper-cillessen,Jasper Cillessen (146227),19/20,LaLiga,Hip injury,2020-01-24,2020-02-17,25.0,6
jasper-cillessen,Jasper Cillessen (146227),19/20,LaLiga,Calf injury,2019-12-08,2020-01-02,26.0,3
jasper-cillessen,Jasper Cillessen (146227),19/20,LaLiga,Knock,2019-10-26,2019-10-29,4.0,1
jasper-cillessen,Jasper Cillessen (146227),18/19,LaLiga,Hip injury,2019-03-29,2019-04-05,8.0,2
jasper-cillessen,Jasper Cillessen (146227),18/19,LaLiga,Torn muscle bundle,2019-02-01,2019-02-26,26.0,6
jetro-willems,Jetro Willems (146258),22/23,,unknown injury,2023-04-23,2023-06-30,69.0,4
jetro-willems,Jetro Willems (146258),22/23,,Hamstring injury,2023-04-08,2023-04-20,13.0,1
jetro-willems,Jetro Willems (146258),20/21,Bundesliga,Fitness,2020-09-21,2021-01-21,123.0,17
jetro-willems,Jetro Willems (146258),19/20,Premier League,Cruciate ligament tear,2020-01-18,2020-09-20,247.0,16
jetro-willems,Jetro Willems (146258),19/20,Premier League,Groin injury,2020-01-02,2020-01-10,9.0,1
jetro-willems,Jetro Willems (146258),19/20,Premier League,Knee injury,2019-12-15,2019-12-25,11.0,1
jetro-willems,Jetro Willems (146258),19/20,Premier League,Knee injury,2019-09-22,2019-10-05,14.0,1
jetro-willems,Jetro Willems (146258),19/20,Premier League,Hamstring injury,2019-08-29,2019-08-30,2.0,0
zinedine-machach,Zinédine Machach (146143),20/21,,Ankle injury,2021-03-02,2021-03-30,29.0,5
wataru-endo,Wataru Endo (146310),23/24,Premier League,Knock,2024-03-31,2024-04-05,6.0,2
wataru-endo,Wataru Endo (146310),23/24,Premier League,muscle stiffness,2024-02-26,2024-03-01,5.0,1
wataru-endo,Wataru Endo (146310),22/23,Bundesliga,concussion,2022-11-09,2022-11-15,7.0,1
wataru-endo,Wataru Endo (146310),22/23,Bundesliga,bruise,2022-10-03,2022-10-06,4.0,0
wataru-endo,Wataru Endo (146310),21/22,Bundesliga,Corona virus,2022-04-11,2022-04-18,8.0,1
wataru-endo,Wataru Endo (146310),20/21,Bundesliga,Knee injury,2020-08-27,2020-09-03,8.0,0
wataru-endo,Wataru Endo (146310),18/19,,Hamstring injury,2019-05-20,2019-06-10,22.0,2
wataru-endo,Wataru Endo (146310),18/19,,Hamstring injury,2019-02-07,2019-03-28,50.0,8
wataru-endo,Wataru Endo (146310),17/18,,Hip injury,2018-03-15,2018-03-26,12.0,2
raphael-framberger,Raphael Framberger (146163),23/24,,Cruciate ligament tear,2023-07-01,2024-06-30,366.0,35
raphael-framberger,Raphael Framberger (146163),22/23,Bundesliga,muscular problems,2023-03-02,2023-05-08,68.0,9
raphael-framberger,Raphael Framberger (146163),22/23,Bundesliga,laceration wound,2022-11-03,2022-12-31,59.0,3
raphael-framberger,Raphael Framberger (146163),22/23,Bundesliga,infection,2022-08-08,2022-08-18,11.0,1
raphael-framberger,Raphael Framberger (146163),20/21,Bundesliga,Torn muscle fiber,2020-12-17,2021-02-11,57.0,9
raphael-framberger,Raphael Framberger (146163),20/21,Bundesliga,Hamstring injury,2020-10-29,2020-11-23,26.0,3
raphael-framberger,Raphael Framberger (146163),19/20,Bundesliga,infection,2020-02-06,2020-02-13,8.0,1
raphael-framberger,Raphael Framberger (146163),18/19,Bundesliga,Cruciate ligament tear,2019-01-17,2019-09-02,229.0,23
raphael-framberger,Raphael Framberger (146163),17/18,Bundesliga,Ligament injury,2018-02-26,2018-06-28,123.0,11
raphael-framberger,Raphael Framberger (146163),17/18,Bundesliga,Knee problems,2017-10-16,2017-11-02,18.0,2
raphael-framberger,Raphael Framberger (146163),17/18,Bundesliga,Knee problems,2017-08-31,2017-10-12,43.0,5
conor-townsend,Conor Townsend (146509),20/21,Premier League,Knee injury,2020-11-30,2021-01-25,57.0,10
conor-townsend,Conor Townsend (146509),20/21,Premier League,Ankle problems,2020-09-01,2020-09-14,14.0,1
andrea-barberis,Andrea Barberis (146680),23/24,,unknown injury,2023-12-15,2023-12-23,9.0,2
andrea-barberis,Andrea Barberis (146680),22/23,Serie A,unknown injury,2023-02-06,2023-02-10,5.0,1
andrea-barberis,Andrea Barberis (146680),20/21,,unknown injury,2021-03-11,2021-03-27,17.0,3
andrea-barberis,Andrea Barberis (146680),18/19,,Meniscus injury,2018-08-20,2018-09-25,37.0,5
andrea-barberis,Andrea Barberis (146680),17/18,Serie A,Ankle problems,2018-02-25,2018-03-08,12.0,1
alexander-brunst,Alexander Brunst (146693),19/20,,Appendectomy,2019-09-13,2019-10-27,45.0,6
alexander-brunst,Alexander Brunst (146693),17/18,,Outer ligament tear,2017-08-10,2017-09-12,34.0,4
tomas-koubek,Tomas Koubek (146714),23/24,Bundesliga,Elbow injury,2024-01-01,2024-01-09,9.0,0
tomas-koubek,Tomas Koubek (146714),21/22,Bundesliga,Corona virus,2021-12-30,2022-01-17,19.0,2
tomas-koubek,Tomas Koubek (146714),19/20,Bundesliga,flu,2020-01-27,2020-02-04,9.0,1
george-baldock,George Baldock (146690),23/24,Premier League,Rest,2023-11-20,2023-11-22,3.0,1
george-baldock,George Baldock (146690),23/24,Premier League,concussion,2023-09-06,2023-09-13,8.0,2
george-baldock,George Baldock (146690),21/22,,unknown injury,2022-03-01,2022-03-31,31.0,7
george-baldock,George Baldock (146690),20/21,Premier League,Hamstring strain,2021-02-03,2021-02-14,12.0,2
george-baldock,George Baldock (146690),20/21,Premier League,Knock,2021-01-03,2021-01-16,14.0,2
gianluca-caprari,Gianluca Caprari (146752),23/24,Serie A,Cruciate ligament tear,2023-09-17,2024-04-27,224.0,31
gianluca-caprari,Gianluca Caprari (146752),22/23,Serie A,Muscle fatigue,2023-01-18,2023-01-21,4.0,1
gianluca-caprari,Gianluca Caprari (146752),21/22,Serie A,unknown injury,2022-05-31,2022-06-12,13.0,4
gianluca-caprari,Gianluca Caprari (146752),21/22,Serie A,Ankle sprain,2022-02-04,2022-02-12,9.0,1
gianluca-caprari,Gianluca Caprari (146752),20/21,Serie A,Ill,2021-05-22,2021-05-24,3.0,1
gianluca-caprari,Gianluca Caprari (146752),20/21,Serie A,unknown injury,2021-04-24,2021-04-29,6.0,1
gianluca-caprari,Gianluca Caprari (146752),20/21,Serie A,unknown injury,2021-04-18,2021-04-20,3.0,1
gianluca-caprari,Gianluca Caprari (146752),20/21,Serie A,unknown injury,2021-01-09,2021-01-15,7.0,1
gianluca-caprari,Gianluca Caprari (146752),18/19,Serie A,Broken fibula,2019-01-21,2019-04-14,84.0,14
gianluca-caprari,Gianluca Caprari (146752),18/19,Serie A,Knee problems,2018-09-17,2018-09-29,13.0,3
gianluca-caprari,Gianluca Caprari (146752),17/18,Serie A,Hamstring muscle injury,2018-04-23,2018-05-04,12.0,1
luca-antei,Luca Antei (146743),20/21,,Knee problems,2020-12-23,2021-02-22,62.0,9
luca-antei,Luca Antei (146743),19/20,,Cruciate ligament tear,2019-12-30,2020-07-25,209.0,17
luca-antei,Luca Antei (146743),17/18,Serie A,Achilles tendon surgery,2017-12-12,2018-06-01,172.0,22
luca-antei,Luca Antei (146743),17/18,Serie A,Hamstring muscle injury,2017-09-17,2017-10-13,27.0,4
alberto-brignoli,Alberto Brignoli (146799),22/23,,Back problems,2023-04-05,2023-04-07,3.0,1
alberto-brignoli,Alberto Brignoli (146799),20/21,,Corona virus,2020-12-06,2020-12-17,12.0,3
ryan-fraser,Ryan Fraser (146795),23/24,,Knee injury,2024-02-24,2024-03-24,30.0,4
ryan-fraser,Ryan Fraser (146795),22/23,Premier League,Groin injury,2022-07-20,2022-08-25,37.0,4
ryan-fraser,Ryan Fraser (146795),21/22,Premier League,Hamstring injury,2022-04-08,2022-05-09,32.0,6
ryan-fraser,Ryan Fraser (146795),20/21,Premier League,Groin injury,2021-04-01,2021-05-31,61.0,9
ryan-fraser,Ryan Fraser (146795),20/21,Premier League,Knock,2021-01-31,2021-02-01,2.0,0
ryan-fraser,Ryan Fraser (146795),20/21,Premier League,Groin injury,2020-12-23,2021-01-11,20.0,4
ryan-fraser,Ryan Fraser (146795),20/21,Premier League,Hamstring injury,2020-11-02,2020-12-15,44.0,7
ryan-fraser,Ryan Fraser (146795),19/20,Premier League,Knock,2019-12-22,2019-12-25,4.0,0
ryan-fraser,Ryan Fraser (146795),19/20,Premier League,Knock,2019-11-24,2019-11-29,6.0,0
ryan-fraser,Ryan Fraser (146795),19/20,Premier League,Knock,2019-11-10,2019-11-22,13.0,2
ryan-fraser,Ryan Fraser (146795),19/20,Premier League,Ill,2019-09-27,2019-10-05,9.0,1
ryan-fraser,Ryan Fraser (146795),18/19,Premier League,Knock,2019-03-10,2019-03-15,6.0,0
ryan-fraser,Ryan Fraser (146795),18/19,Premier League,Hamstring injury,2019-01-06,2019-01-12,7.0,0
peter-ankersen,Peter Ankersen (146889),22/23,,Ankle injury,2022-08-11,2022-08-16,6.0,2
peter-ankersen,Peter Ankersen (146889),21/22,,unknown injury,2021-12-06,2021-12-31,26.0,1
peter-ankersen,Peter Ankersen (146889),20/21,Serie A,Ankle injury,2021-02-03,2021-03-31,57.0,9
peter-ankersen,Peter Ankersen (146889),20/21,Serie A,Corona virus,2020-11-06,2020-11-13,8.0,1
wissam-ben-yedder,Wissam Ben Yedder (146854),21/22,Ligue 1,Corona virus,2022-01-05,2022-01-12,8.0,1
wissam-ben-yedder,Wissam Ben Yedder (146854),20/21,Ligue 1,Corona virus,2020-11-12,2020-11-23,12.0,3
wissam-ben-yedder,Wissam Ben Yedder (146854),19/20,Ligue 1,Hip bruise,2019-09-15,2019-09-22,8.0,2
joel-untersee,Joel Untersee (147031),19/20,,unknown injury,2020-07-18,2020-07-21,4.0,1
joel-untersee,Joel Untersee (147031),18/19,Serie A,unknown injury,2019-05-01,2019-05-23,23.0,4
joel-untersee,Joel Untersee (147031),18/19,Serie A,Lumbar vertebra fracture,2019-02-17,2019-03-27,39.0,7
joel-untersee,Joel Untersee (147031),18/19,Serie A,Ill,2019-02-07,2019-02-11,5.0,1
joel-untersee,Joel Untersee (147031),17/18,,Thigh problems,2018-03-21,2018-04-02,13.0,3
joel-untersee,Joel Untersee (147031),17/18,,Broken hand,2018-02-20,2018-03-05,14.0,2
joel-untersee,Joel Untersee (147031),17/18,,unknown injury,2017-11-30,2017-12-30,31.0,5
michael-frey,Michael Frey (147043),23/24,,Muscle injury,2024-04-02,2024-06-03,63.0,6
michael-frey,Michael Frey (147043),23/24,,Ankle injury,2023-08-01,2024-02-01,185.0,33
michael-frey,Michael Frey (147043),22/23,Bundesliga,Muscle injury,2023-01-08,2023-01-20,13.0,3
michael-frey,Michael Frey (147043),22/23,Bundesliga,Calf injury,2022-08-28,2022-10-04,38.0,6
michael-frey,Michael Frey (147043),21/22,,Knee injury,2021-08-13,2021-08-26,14.0,3
michael-frey,Michael Frey (147043),18/19,,Groin injury,2019-04-24,2019-05-27,34.0,5
michael-frey,Michael Frey (147043),18/19,,Inguinal hernia,2019-03-19,2019-04-15,28.0,2
michael-frey,Michael Frey (147043),18/19,,Torn thigh muscle,2019-01-24,2019-02-02,10.0,3
michael-frey,Michael Frey (147043),18/19,,Torn ligaments,2018-12-06,2018-12-25,20.0,6
michael-frey,Michael Frey (147043),18/19,,unknown injury,2018-07-26,2018-08-02,8.0,1
michael-frey,Michael Frey (147043),17/18,,Ill,2018-04-16,2018-04-26,11.0,2
cedric-brunner,Cédric Brunner (147038),23/24,,Knee problems,2024-04-13,2024-05-08,26.0,4
cedric-brunner,Cédric Brunner (147038),23/24,,Ill,2024-02-10,2024-02-12,3.0,1
cedric-brunner,Cédric Brunner (147038),23/24,,Groin problems,2023-10-08,2023-11-13,37.0,6
cedric-brunner,Cédric Brunner (147038),23/24,,Foot injury,2023-08-18,2023-08-27,10.0,2
cedric-brunner,Cédric Brunner (147038),22/23,Bundesliga,Shoulder injury,2023-04-15,2023-05-01,17.0,2
cedric-brunner,Cédric Brunner (147038),22/23,Bundesliga,Broken nose bone,2023-02-20,2023-03-03,12.0,1
cedric-brunner,Cédric Brunner (147038),22/23,Bundesliga,Thigh problems,2022-10-17,2022-10-20,4.0,1
cedric-brunner,Cédric Brunner (147038),22/23,Bundesliga,muscular problems,2022-09-08,2022-10-03,26.0,3
cedric-brunner,Cédric Brunner (147038),21/22,Bundesliga,Head injury,2022-04-11,2022-05-12,32.0,4
cedric-brunner,Cédric Brunner (147038),20/21,Bundesliga,Dead leg,2020-10-12,2020-10-29,18.0,2
cedric-brunner,Cédric Brunner (147038),19/20,,Fitness,2019-07-22,2019-08-26,36.0,5
cedric-brunner,Cédric Brunner (147038),18/19,,Acromioclavicular joint dislocation,2019-05-02,2019-08-22,113.0,7
cedric-brunner,Cédric Brunner (147038),18/19,,concussion,2019-05-02,2019-05-13,12.0,2
cedric-brunner,Cédric Brunner (147038),18/19,,Tonsillitis,2019-02-14,2019-02-25,12.0,2
cedric-brunner,Cédric Brunner (147038),18/19,,Knee injury,2018-11-12,2018-11-19,8.0,0
yvon-mvogo,Yvon Mvogo (147051),22/23,Ligue 1,Patellar tendon problems,2022-11-07,2023-04-10,155.0,26
yvon-mvogo,Yvon Mvogo (147051),21/22,,unknown injury,2022-02-15,2022-02-22,8.0,2
yvon-mvogo,Yvon Mvogo (147051),21/22,,Ill,2021-12-14,2021-12-18,5.0,1
yvon-mvogo,Yvon Mvogo (147051),18/19,Bundesliga,Internal ligament strain,2019-04-07,2019-05-13,37.0,13
yvon-mvogo,Yvon Mvogo (147051),17/18,Bundesliga,Back problems,2017-08-10,2017-08-14,5.0,1
jeremy-dudziak,Jeremy Dudziak (147359),23/24,,Foot bruise,2023-10-05,2024-02-06,125.0,15
jeremy-dudziak,Jeremy Dudziak (147359),22/23,,Fitness,2022-11-08,2022-11-10,3.0,1
jeremy-dudziak,Jeremy Dudziak (147359),22/23,,Ill,2022-11-02,2022-11-07,6.0,1
jeremy-dudziak,Jeremy Dudziak (147359),22/23,,Knock,2022-08-25,2022-08-29,5.0,1
jeremy-dudziak,Jeremy Dudziak (147359),22/23,,Knee problems,2022-08-09,2022-08-15,7.0,1
jeremy-dudziak,Jeremy Dudziak (147359),21/22,Bundesliga,Tonsillitis,2022-04-28,2022-05-02,5.0,1
jeremy-dudziak,Jeremy Dudziak (147359),21/22,Bundesliga,Achilles tendon problems,2022-03-07,2022-04-21,46.0,5
jeremy-dudziak,Jeremy Dudziak (147359),21/22,Bundesliga,Corona virus,2021-10-28,2021-11-08,12.0,2
jeremy-dudziak,Jeremy Dudziak (147359),21/22,Bundesliga,Ankle injury,2021-07-19,2021-08-02,15.0,2
jeremy-dudziak,Jeremy Dudziak (147359),20/21,,influenza,2021-04-29,2021-05-10,12.0,2
jeremy-dudziak,Jeremy Dudziak (147359),20/21,,Shoulder injury,2021-03-18,2021-03-29,12.0,1
jeremy-dudziak,Jeremy Dudziak (147359),20/21,,strain,2021-02-04,2021-02-18,15.0,2
jeremy-dudziak,Jeremy Dudziak (147359),20/21,,Shoulder injury,2020-10-19,2020-10-26,8.0,2
bailey-wright,Bailey Wright (147419),22/23,Premier League,unknown injury,2023-10-22,2023-11-28,38.0,3
bailey-wright,Bailey Wright (147419),22/23,Premier League,unknown injury,2023-09-14,2023-10-20,37.0,4
alexander-callens,Alexander Callens (147462),23/24,,muscular problems,2023-10-10,2023-10-17,8.0,1
alexander-callens,Alexander Callens (147462),23/24,,muscular problems,2023-09-04,2023-09-11,8.0,0
alexander-callens,Alexander Callens (147462),18/19,,Muscle injury,2019-04-01,2019-04-18,18.0,2
alexander-callens,Alexander Callens (147462),18/19,,Knee injury,2018-08-20,2018-09-04,16.0,2
louis-schaub,Louis Schaub (147485),21/22,Bundesliga,Corona virus,2022-03-28,2022-03-31,4.0,0
louis-schaub,Louis Schaub (147485),20/21,,minor knock,2021-05-06,2021-05-20,15.0,3
louis-schaub,Louis Schaub (147485),20/21,,Quarantine,2021-01-18,2021-01-25,8.0,0
louis-schaub,Louis Schaub (147485),20/21,,Corona virus,2021-01-14,2021-01-21,8.0,0
louis-schaub,Louis Schaub (147485),18/19,,Bone edema,2019-01-17,2019-02-18,33.0,3
louis-schaub,Louis Schaub (147485),18/19,,Dental surgery,2018-12-17,2018-12-20,4.0,1
louis-schaub,Louis Schaub (147485),17/18,Bundesliga,Ill,2017-11-17,2017-11-25,9.0,1
lukas-zima,Lukas Zima (147558),22/23,,Ankle injury,2022-09-16,2022-12-10,86.0,41
sebastian-andersson,Sebastian Andersson (147573),22/23,,Knee surgery,2022-09-01,2023-04-04,216.0,28
sebastian-andersson,Sebastian Andersson (147573),21/22,Bundesliga,Corona virus,2022-04-04,2022-06-30,88.0,6
sebastian-andersson,Sebastian Andersson (147573),20/21,Bundesliga,Knee problems,2020-12-17,2021-04-01,106.0,16
sebastian-andersson,Sebastian Andersson (147573),20/21,Bundesliga,Knee problems,2020-11-26,2020-12-07,12.0,2
alexander-gonzalez,Alexander González (147562),18/19,,Adductor injury,2018-09-24,2018-10-24,31.0,6
nicolas-isimat-mirin,Nicolas Isimat-Mirin (147846),23/24,,Back problems,2024-05-04,2024-05-18,15.0,2
nicolas-isimat-mirin,Nicolas Isimat-Mirin (147846),22/23,,Hamstring injury,2023-03-04,2023-03-15,12.0,1
nicolas-isimat-mirin,Nicolas Isimat-Mirin (147846),22/23,,Fitness,2023-01-11,2023-01-23,13.0,2
nicolas-isimat-mirin,Nicolas Isimat-Mirin (147846),18/19,,unknown injury,2019-03-09,2019-03-17,9.0,2
alin-tosca,Alin Toșca (148004),23/24,,unknown injury,2024-02-01,2024-06-30,151.0,15
alin-tosca,Alin Toșca (148004),20/21,,unknown injury,2021-05-03,2021-05-16,14.0,4
alin-tosca,Alin Toșca (148004),20/21,,Corona virus,2021-04-07,2021-04-16,10.0,2
alin-tosca,Alin Toșca (148004),20/21,,unknown injury,2020-09-08,2020-09-13,6.0,1
alin-tosca,Alin Toșca (148004),17/18,Serie A,Adductor pain,2018-05-01,2018-05-07,7.0,1
alin-tosca,Alin Toșca (148004),17/18,LaLiga,Adductor pain,2018-05-01,2018-05-07,7.0,1
alin-tosca,Alin Toșca (148004),17/18,Serie A,Hand injury,2017-09-07,2017-10-19,43.0,8
alin-tosca,Alin Toșca (148004),17/18,LaLiga,Hand injury,2017-09-07,2017-10-19,43.0,8
lewis-dunk,Lewis Dunk (148153),21/22,Premier League,Knee injury,2021-12-01,2022-01-22,53.0,9
lewis-dunk,Lewis Dunk (148153),18/19,Premier League,Knock,2019-02-10,2019-02-25,16.0,1
lewis-dunk,Lewis Dunk (148153),18/19,Premier League,Ankle injury,2018-08-20,2018-08-31,12.0,2
matti-steinmann,Matti Steinmann (148209),18/19,,Adductor pain,2018-11-09,2018-11-28,20.0,3
matti-steinmann,Matti Steinmann (148209),18/19,,Thigh problems,2018-08-10,2018-08-30,21.0,3
remo-freuler,Remo Freuler (148252),21/22,Serie A,muscular problems,2022-04-07,2022-04-19,13.0,4
remo-freuler,Remo Freuler (148252),18/19,Serie A,unknown injury,2019-01-18,2019-01-24,7.0,1
jeff-hendrick,Jeff Hendrick (148262),23/24,,unknown injury,2023-12-05,2024-03-28,115.0,24
jeff-hendrick,Jeff Hendrick (148262),20/21,Premier League,Ill,2020-12-23,2020-12-29,7.0,1
jeff-hendrick,Jeff Hendrick (148262),17/18,Premier League,Hamstring strain,2017-08-20,2017-09-18,30.0,6
jens-jonsson,Jens Jönsson (148355),23/24,,unknown injury,2023-11-07,2023-12-08,32.0,5
jens-jonsson,Jens Jönsson (148355),18/19,,unknown injury,2019-01-21,2019-03-04,43.0,6
jens-jonsson,Jens Jönsson (148355),18/19,,unknown injury,2018-10-27,2018-11-12,17.0,4
jens-jonsson,Jens Jönsson (148355),17/18,,unknown injury,2018-01-15,2018-01-22,8.0,2
jens-jonsson,Jens Jönsson (148355),17/18,,unknown injury,2017-12-23,2017-12-26,4.0,1
jens-jonsson,Jens Jönsson (148355),17/18,,unknown injury,2017-11-02,2017-12-13,42.0,9
christian-norgaard,Christian Nørgaard (148367),23/24,Premier League,Back injury,2024-03-09,2024-04-16,39.0,6
christian-norgaard,Christian Nørgaard (148367),23/24,Premier League,Foot injury,2024-01-05,2024-01-30,26.0,3
christian-norgaard,Christian Nørgaard (148367),20/21,,Ankle injury,2020-12-25,2021-02-25,63.0,15
christian-norgaard,Christian Nørgaard (148367),20/21,,Ankle injury,2020-10-04,2020-12-16,74.0,22
christian-norgaard,Christian Nørgaard (148367),18/19,Serie A,unknown injury,2018-10-17,2018-11-01,16.0,2
abdoulay-diaby,Abdoulay Diaby (148396),23/24,,unknown injury,2024-04-19,2024-04-24,6.0,1
abdoulay-diaby,Abdoulay Diaby (148396),23/24,,unknown injury,2023-12-02,2024-01-04,34.0,5
abdoulay-diaby,Abdoulay Diaby (148396),23/24,,unknown injury,2023-09-24,2023-10-11,18.0,2
abdoulay-diaby,Abdoulay Diaby (148396),20/21,LaLiga,Back problems,2021-04-26,2021-05-15,20.0,4
abdoulay-diaby,Abdoulay Diaby (148396),19/20,,Inner ligament stretch of the knee,2019-10-19,2019-10-26,8.0,2
